id,areaGroupId,areaPosX,areaPosY,areaPosHeight,posType,objectId
int,int,int,int,int,int,int
9,0,-114,45,1,1,
10,0,-114,47,1,1,
11,0,-113,44,1,1,
12,0,-113,45,1,1,
13,0,-113,46,1,1,
14,0,-113,47,1,1,
15,0,-113,48,1,1,
16,0,-113,49,1,1,
17,0,-113,50,1,1,
18,0,-113,51,1,1,
19,0,-113,52,1,1,
20,0,-113,53,1,1,
21,0,-113,54,1,1,
22,0,-113,55,1,1,
23,0,-113,56,1,1,
24,0,-113,57,1,1,
25,0,-113,58,1,1,
26,0,-113,59,1,1,
27,0,-113,60,1,1,
28,0,-113,61,1,1,
29,0,-113,62,1,1,
30,0,-113,63,1,1,
31,0,-113,64,1,1,
32,0,-113,65,1,1,
33,0,-113,66,1,1,
34,0,-113,67,1,1,
35,0,-113,68,1,1,
36,0,-113,69,1,1,
37,0,-113,70,1,1,
38,0,-113,71,1,1,
39,0,-113,72,1,1,
40,0,-113,73,1,1,
41,0,-113,74,1,1,
42,0,-113,75,1,1,
43,0,-113,76,1,1,
44,0,-113,77,1,1,
45,0,-113,78,1,1,
46,0,-113,79,1,1,
47,0,-113,80,1,1,
48,0,-113,81,1,1,
49,0,-113,82,1,1,
50,0,-113,83,1,1,
51,0,-113,84,1,1,
52,0,-113,85,1,1,
53,0,-113,86,1,1,
54,0,-113,87,1,1,
55,0,-113,88,1,1,
56,0,-113,89,1,1,
57,0,-113,90,1,1,
58,0,-113,91,1,1,
59,0,-113,92,1,1,
60,0,-113,93,1,1,
61,0,-113,94,1,1,
62,0,-113,95,1,1,
63,0,-113,96,1,1,
64,0,-113,97,1,1,
65,0,-113,98,1,1,
66,0,-113,99,1,1,
67,0,-113,100,1,1,
68,0,-113,101,1,1,
69,0,-113,102,1,1,
70,0,-113,103,1,1,
71,0,-113,104,1,1,
72,0,-113,105,1,1,
73,0,-113,106,1,1,
74,0,-113,107,1,1,
75,0,-112,42,1,1,
76,0,-112,43,1,1,
77,0,-112,44,1,1,
78,0,-112,45,1,1,
79,0,-112,46,1,1,
80,0,-112,48,1,1,
81,0,-112,49,1,1,
82,0,-112,50,1,1,
83,0,-112,51,1,1,
84,0,-112,52,1,1,
85,0,-112,53,1,1,
86,0,-112,54,1,1,
87,0,-112,55,1,1,
88,0,-112,56,1,1,
89,0,-112,57,1,1,
90,0,-112,58,1,1,
91,0,-112,59,1,1,
92,0,-112,60,1,1,
93,0,-112,61,1,1,
94,0,-112,62,1,1,
95,0,-112,63,1,1,
96,0,-112,64,1,1,
97,0,-112,65,1,1,
98,0,-112,66,1,1,
99,0,-112,67,1,1,
100,0,-112,68,1,1,
101,0,-112,69,1,1,
102,0,-112,70,1,1,
103,0,-112,71,1,1,
104,0,-112,72,1,1,
105,0,-112,73,1,1,
106,0,-112,74,1,1,
107,0,-112,75,1,1,
108,0,-112,76,1,1,
109,0,-112,77,1,1,
110,0,-112,78,1,1,
111,0,-112,79,1,1,
112,0,-112,80,1,1,
113,0,-112,81,1,1,
114,0,-112,82,1,1,
115,0,-112,83,1,1,
116,0,-112,84,1,1,
117,0,-112,85,1,1,
118,0,-112,86,1,1,
119,0,-112,87,1,1,
120,0,-112,88,1,1,
121,0,-112,89,1,1,
122,0,-112,90,1,1,
123,0,-112,91,1,1,
124,0,-112,92,1,1,
125,0,-112,93,1,1,
126,0,-112,94,1,1,
127,0,-112,95,1,1,
128,0,-112,96,1,1,
129,0,-112,97,1,1,
130,0,-112,98,1,1,
131,0,-112,99,1,1,
132,0,-112,100,1,1,
133,0,-112,101,1,1,
134,0,-112,102,1,1,
135,0,-112,103,1,1,
136,0,-112,104,1,1,
137,0,-112,105,1,1,
138,0,-112,106,1,1,
139,0,-112,107,1,1,
140,0,-112,108,1,1,
141,0,-111,41,1,1,
142,0,-111,42,1,1,
143,0,-111,43,1,1,
144,0,-111,44,1,1,
145,0,-111,108,1,1,
146,0,-111,109,1,1,
147,0,-110,40,1,1,
148,0,-110,41,1,1,
149,0,-110,42,1,1,
150,0,-110,109,1,1,
151,0,-110,110,1,1,
152,0,-109,39,1,1,
153,0,-109,40,1,1,
154,0,-109,41,1,1,
155,0,-109,42,1,1,
156,0,-109,110,1,1,
157,0,-109,111,1,1,
158,0,-108,38,1,1,
159,0,-108,39,1,1,
160,0,-108,40,1,1,
161,0,-108,111,1,1,
162,0,-108,112,1,1,
163,0,-107,37,1,1,
164,0,-107,38,1,1,
165,0,-107,112,1,1,
166,0,-107,113,1,1,
167,0,-106,36,1,1,
168,0,-106,37,1,1,
169,0,-106,38,1,1,
170,0,-106,113,1,1,
171,0,-106,114,1,1,
172,0,-105,35,1,1,
173,0,-105,36,1,1,
174,0,-105,37,1,1,
175,0,-105,114,1,1,
176,0,-105,115,1,1,
177,0,-104,34,1,1,
178,0,-104,35,1,1,
179,0,-104,36,1,1,
180,0,-104,115,1,1,
181,0,-104,116,1,1,
182,0,-103,33,1,1,
183,0,-103,34,1,1,
184,0,-103,116,1,1,
185,0,-103,117,1,1,
186,0,-102,33,1,1,
187,0,-102,34,1,1,
188,0,-102,117,1,1,
189,0,-102,118,1,1,
190,0,-101,31,1,1,
191,0,-101,32,1,1,
192,0,-101,33,1,1,
193,0,-101,118,1,1,
194,0,-101,119,1,1,
195,0,-100,31,1,1,
196,0,-100,32,1,1,
197,0,-100,119,1,1,
198,0,-100,120,1,1,
199,0,-99,29,1,1,
200,0,-99,30,1,1,
201,0,-99,31,1,1,
202,0,-99,120,1,1,
203,0,-99,121,1,1,
204,0,-98,29,1,1,
205,0,-98,30,1,1,
206,0,-98,121,1,1,
207,0,-98,122,1,1,
208,0,-97,27,1,1,
209,0,-97,28,1,1,
210,0,-97,29,1,1,
211,0,-97,122,1,1,
212,0,-97,123,1,1,
213,0,-96,27,1,1,
214,0,-96,28,1,1,
215,0,-96,123,1,1,
216,0,-96,124,1,1,
217,0,-95,27,1,1,
218,0,-95,124,1,1,
219,0,-95,125,1,1,
220,0,-94,25,1,1,
221,0,-94,26,1,1,
222,0,-94,125,1,1,
223,0,-94,126,1,1,
224,0,-93,23,1,1,
225,0,-93,24,1,1,
226,0,-93,25,1,1,
227,0,-93,26,1,1,
228,0,-93,126,1,1,
229,0,-93,127,1,1,
230,0,-93,129,1,1,
231,0,-92,21,1,1,
232,0,-92,22,1,1,
233,0,-92,23,1,1,
234,0,-92,24,1,1,
235,0,-92,127,1,1,
236,0,-92,128,1,1,
237,0,-92,129,1,1,
238,0,-92,130,1,1,
239,0,-91,19,1,1,
240,0,-91,20,1,1,
241,0,-91,21,1,1,
242,0,-91,22,1,1,
243,0,-91,128,1,1,
244,0,-91,130,1,1,
245,0,-91,131,1,1,
246,0,-90,18,1,1,
247,0,-90,19,1,1,
248,0,-90,20,1,1,
249,0,-90,131,1,1,
250,0,-90,132,1,1,
251,0,-89,17,1,1,
252,0,-89,18,1,1,
253,0,-89,19,1,1,
254,0,-89,132,1,1,
255,0,-88,15,1,1,
256,0,-88,16,1,1,
257,0,-88,17,1,1,
258,0,-88,18,1,1,
259,0,-88,132,1,1,
260,0,-88,133,1,1,
261,0,-87,13,1,1,
262,0,-87,14,1,1,
263,0,-87,15,1,1,
264,0,-87,16,1,1,
265,0,-87,133,1,1,
266,0,-87,134,1,1,
267,0,-86,11,1,1,
268,0,-86,12,1,1,
269,0,-86,13,1,1,
270,0,-86,14,1,1,
271,0,-86,16,1,1,
272,0,-86,134,1,1,
273,0,-86,135,1,1,
274,0,-85,11,1,1,
275,0,-85,12,1,1,
276,0,-85,135,1,1,
277,0,-85,136,1,1,
278,0,-84,11,1,1,
279,0,-84,136,1,1,
280,0,-84,137,1,1,
281,0,-83,9,1,1,
282,0,-83,10,1,1,
283,0,-83,11,1,1,
284,0,-83,137,1,1,
285,0,-83,138,1,1,
286,0,-82,7,1,1,
287,0,-82,8,1,1,
288,0,-82,9,1,1,
289,0,-82,10,1,1,
290,0,-82,138,1,1,
291,0,-82,139,1,1,
292,0,-81,5,1,1,
293,0,-81,6,1,1,
294,0,-81,7,1,1,
295,0,-81,8,1,1,
296,0,-81,139,1,1,
297,0,-80,-1,1,1,
298,0,-80,1,1,1,
299,0,-80,3,1,1,
300,0,-80,5,1,1,
301,0,-80,6,1,1,
302,0,-80,7,1,1,
303,0,-80,8,1,1,
304,0,-80,139,1,1,
305,0,-80,140,1,1,
306,0,-79,-11,1,1,
307,0,-79,-10,1,1,
308,0,-79,-9,1,1,
309,0,-79,-8,1,1,
310,0,-79,-5,1,1,
311,0,-79,-3,1,1,
312,0,-79,-2,1,1,
313,0,-79,-1,1,1,
314,0,-79,0,1,1,
315,0,-79,1,1,1,
316,0,-79,2,1,1,
317,0,-79,3,1,1,
318,0,-79,4,1,1,
319,0,-79,5,1,1,
320,0,-79,6,1,1,
321,0,-79,140,1,1,
322,0,-79,141,1,1,
323,0,-78,-17,1,1,
324,0,-78,-16,1,1,
325,0,-78,-15,1,1,
326,0,-78,-14,1,1,
327,0,-78,-13,1,1,
328,0,-78,-12,1,1,
329,0,-78,-11,1,1,
330,0,-78,-10,1,1,
331,0,-78,-9,1,1,
332,0,-78,-8,1,1,
333,0,-78,-7,1,1,
334,0,-78,-6,1,1,
335,0,-78,-5,1,1,
336,0,-78,-4,1,1,
337,0,-78,-3,1,1,
338,0,-78,-2,1,1,
339,0,-78,-1,1,1,
340,0,-78,0,1,1,
341,0,-78,2,1,1,
342,0,-78,4,1,1,
343,0,-78,141,1,1,
344,0,-78,142,1,1,
345,0,-77,-25,1,1,
346,0,-77,-21,1,1,
347,0,-77,-19,1,1,
348,0,-77,-18,1,1,
349,0,-77,-17,1,1,
350,0,-77,-16,1,1,
351,0,-77,-15,1,1,
352,0,-77,-14,1,1,
353,0,-77,-13,1,1,
354,0,-77,-12,1,1,
355,0,-77,-11,1,1,
356,0,-77,-10,1,1,
357,0,-77,-9,1,1,
358,0,-77,-8,1,1,
359,0,-77,-7,1,1,
360,0,-77,-6,1,1,
361,2,-77,-5,1,1,
362,0,-77,-4,1,1,
363,2,-77,-3,1,1,
364,2,-77,-2,1,1,
365,2,-77,0,1,1,
366,2,-77,1,1,1,
367,2,-77,3,1,1,
368,4,-77,7,1,1,
369,0,-77,142,1,1,
370,0,-77,143,1,1,
371,0,-76,-27,1,1,
372,0,-76,-26,1,1,
373,0,-76,-25,1,1,
374,0,-76,-24,1,1,
375,0,-76,-23,1,1,
376,0,-76,-22,1,1,
377,0,-76,-21,1,1,
378,0,-76,-20,1,1,
379,0,-76,-19,1,1,
380,0,-76,-18,1,1,
381,0,-76,-17,1,1,
382,0,-76,-16,1,1,
383,2,-76,-4,1,1,
384,2,-76,-3,1,1,
385,2,-76,-2,1,1,
386,2,-76,-1,1,1,
387,2,-76,0,1,1,
388,2,-76,5,1,1,
389,4,-76,6,1,1,
390,4,-76,7,1,1,
391,4,-76,9,1,1,
392,4,-76,11,1,1,
393,4,-76,15,1,1,
394,0,-76,143,1,1,
395,0,-76,144,1,1,
396,0,-75,-29,1,1,
397,0,-75,-28,1,1,
398,0,-75,-27,1,1,
399,0,-75,-26,1,1,
400,0,-75,-25,1,1,
401,0,-75,-24,1,1,
402,0,-75,-23,1,1,
403,0,-75,-22,1,1,
404,0,-75,-20,1,1,
405,0,-75,-18,1,1,
406,2,-75,-13,1,2,
407,2,-75,-10,1,2,
408,2,-75,-9,1,2,
409,2,-75,-6,1,2,
410,2,-75,0,1,1,
411,2,-75,1,1,1,
412,4,-75,8,1,1,
413,4,-75,10,1,1,
414,2,-75,11,1,1,
415,2,-75,12,1,1,
416,2,-75,13,1,1,
417,2,-75,14,1,1,
418,2,-75,15,1,1,
419,0,-75,144,1,1,
420,0,-75,145,1,1,
421,0,-74,-31,1,1,
422,0,-74,-30,1,1,
423,0,-74,-29,1,1,
424,0,-74,-28,1,1,
425,0,-74,-27,1,1,
426,0,-74,-26,1,1,
427,2,-74,-25,1,1,
428,2,-74,-24,1,1,
429,2,-74,-23,1,1,
430,2,-74,-22,1,1,
431,2,-74,-17,1,2,
432,2,-74,-16,1,0,18
433,2,-74,-13,1,2,
434,2,-74,0,1,1,
435,2,-74,1,1,1,
436,2,-74,4,1,1,
437,2,-74,8,1,1,
438,2,-74,10,1,1,
439,2,-74,12,1,1,
440,2,-74,13,1,1,
441,2,-74,14,1,1,
442,2,-74,15,1,1,
443,2,-74,16,1,1,
444,2,-74,17,1,1,
445,2,-74,18,1,1,
446,2,-74,20,1,1,
447,4,-74,24,1,1,
448,4,-74,25,1,1,
449,0,-74,145,1,1,
450,0,-74,146,1,1,
451,0,-73,-34,1,1,
452,0,-73,-31,1,1,
453,0,-73,-30,1,1,
454,0,-73,-29,1,1,
455,0,-73,-28,1,1,
456,2,-73,-26,1,1,
457,2,-73,-24,1,1,
458,2,-73,-23,1,1,
459,2,-73,-22,1,1,
460,2,-73,-15,1,2,
461,2,-73,-10,1,0,10207041
462,2,-73,-4,1,2,
463,2,-73,1,1,1,5249
464,2,-73,3,1,1,
465,2,-73,4,1,1,
466,2,-73,8,1,1,
467,2,-73,9,1,1,
468,2,-73,10,1,1,
469,2,-73,11,1,1,
470,2,-73,13,1,1,
471,2,-73,15,1,1,
472,2,-73,17,1,1,
473,2,-73,18,1,1,
474,2,-73,19,1,1,
475,2,-73,20,1,1,
476,2,-73,21,1,1,
477,2,-73,22,1,1,
478,2,-73,23,1,1,
479,2,-73,24,1,1,
480,2,-73,25,1,1,
481,2,-73,26,1,1,
482,0,-73,146,1,1,
483,0,-72,-34,1,1,
484,0,-72,-33,1,1,
485,0,-72,-32,1,1,
486,0,-72,-31,1,1,
487,0,-72,-30,1,1,
488,2,-72,-24,1,1,
489,2,-72,-23,1,1,
490,2,-72,-22,1,1,
491,2,-72,1,1,1,
492,2,-72,2,1,1,
493,2,-72,3,1,1,
494,2,-72,4,1,1,
495,2,-72,5,1,1,
496,2,-72,6,1,1,
497,2,-72,7,1,1,
498,2,-72,8,1,1,
499,2,-72,9,1,1,
500,2,-72,10,1,1,
501,2,-72,11,1,1,
502,2,-72,12,1,1,
503,2,-72,13,1,1,
504,2,-72,14,1,1,
505,2,-72,15,1,1,
506,2,-72,16,1,1,
507,2,-72,18,1,1,
508,2,-72,20,1,1,
509,2,-72,22,1,1,
510,2,-72,23,1,1,
511,2,-72,24,1,1,
512,2,-72,25,1,1,
513,2,-72,26,1,1,
514,2,-72,27,1,1,
515,2,-72,28,1,1,
516,0,-72,146,1,1,
517,0,-72,147,1,1,
518,0,-71,-41,1,1,
519,0,-71,-36,1,1,
520,0,-71,-35,1,1,
521,0,-71,-34,1,1,
522,0,-71,-33,1,1,
523,0,-71,-32,1,1,
524,2,-71,-25,1,2,
525,2,-71,-24,1,1,
526,2,-71,-23,1,1,
527,2,-71,-22,1,1,
528,2,-71,2,1,1,
529,2,-71,3,1,1,
530,2,-71,4,1,1,
531,2,-71,5,1,1,
532,2,-71,6,1,1,
533,2,-71,7,1,1,
534,2,-71,8,1,1,
535,2,-71,9,1,1,
536,2,-71,10,1,1,
537,2,-71,25,1,1,
538,2,-71,26,1,1,
539,2,-71,27,1,1,
540,2,-71,28,1,1,
541,4,-71,29,1,1,
542,0,-71,147,1,1,
543,0,-71,148,1,1,
544,0,-70,-38,1,1,
545,0,-70,-37,1,1,
546,0,-70,-36,1,1,
547,0,-70,-35,1,1,
548,0,-70,-34,1,1,
549,2,-70,-29,1,2,
550,2,-70,-25,1,2,
551,2,-70,-23,1,1,
552,2,-70,-22,1,1,
553,2,-70,-21,1,1,
554,2,-70,-3,1,2,
555,2,-70,0,1,0,22
556,2,-70,2,1,1,
557,2,-70,3,1,1,
558,2,-70,4,1,1,
559,2,-70,5,1,1,
560,2,-70,6,1,1,
561,2,-70,8,1,1,
562,2,-70,9,1,1,
563,2,-70,10,1,1,
564,2,-70,21,1,2,
565,2,-70,26,1,2,
566,2,-70,28,1,1,
567,4,-70,29,1,1,
568,4,-70,31,1,2,
569,0,-70,148,1,1,
570,0,-70,149,1,1,
571,0,-69,-46,1,1,
572,0,-69,-45,1,1,
573,0,-69,-43,1,1,
574,0,-69,-42,1,1,
575,0,-69,-41,1,1,
576,0,-69,-40,1,1,
577,0,-69,-39,1,1,
578,0,-69,-38,1,1,
579,0,-69,-37,1,1,
580,0,-69,-36,1,1,
581,2,-69,-29,1,2,
582,2,-69,-25,1,2,
583,2,-69,-23,1,1,
584,2,-69,-22,1,1,
585,2,-69,-21,1,1,
586,2,-69,-13,1,2,
587,2,-69,1,1,1,
588,2,-69,2,1,1,
589,2,-69,8,1,1,
590,2,-69,9,1,1,
591,2,-69,16,1,0,14
592,2,-69,18,1,2,
593,2,-69,22,1,2,
594,2,-69,28,1,1,
595,4,-69,29,1,1,
596,4,-69,30,1,1,
597,4,-69,32,1,1,
598,0,-69,149,1,1,
599,0,-69,150,1,1,
600,0,-68,-47,1,1,
601,0,-68,-46,1,1,
602,0,-68,-45,1,1,
603,0,-68,-44,1,1,
604,0,-68,-43,1,1,
605,0,-68,-42,1,1,
606,0,-68,-41,1,1,
607,0,-68,-40,1,1,
608,0,-68,-39,1,1,
609,0,-68,-38,1,1,
610,2,-68,-27,1,0,10207042
611,2,-68,-25,1,2,
612,2,-68,-24,1,2,
613,2,-68,-23,1,1,
614,2,-68,-22,1,1,
615,2,-68,-21,1,1,
616,2,-68,-15,1,2,
617,2,-68,-1,1,1,
618,2,-68,0,1,1,
619,2,-68,7,1,1,
620,2,-68,9,1,1,
621,2,-68,17,1,2,
622,2,-68,21,1,2,
623,4,-68,29,1,1,
624,4,-68,30,1,1,
625,4,-68,31,1,1,
626,0,-68,150,1,1,
627,0,-68,151,1,1,
628,0,-67,-49,1,1,
629,0,-67,-48,1,1,
630,0,-67,-47,1,1,
631,0,-67,-46,1,1,
632,0,-67,-44,1,1,
633,2,-67,-37,1,0,20204021
634,2,-67,-35,1,2,
635,2,-67,-22,1,1,
636,2,-67,-21,1,1,
637,2,-67,-3,1,1,
638,2,-67,-2,1,1,
639,2,-67,6,1,0,12
640,2,-67,8,1,1,
641,2,-67,9,1,1,
642,2,-67,17,1,2,
643,2,-67,24,1,0,10209022
644,2,-67,29,2,1,
645,4,-67,30,1,1,
646,4,-67,36,1,1,
647,0,-67,151,1,1,
648,0,-67,152,1,1,
649,0,-66,-53,1,1,
650,0,-66,-51,1,1,
651,0,-66,-50,1,1,
652,0,-66,-49,1,1,
653,0,-66,-48,1,1,
654,0,-66,-46,1,1,
655,2,-66,-40,1,0,22
656,2,-66,-22,1,1,
657,2,-66,-21,1,1,
658,2,-66,-20,1,1,
659,2,-66,-4,1,1,
660,2,-66,-3,1,1,
661,2,-66,3,1,1,
662,2,-66,9,1,1,
663,2,-66,20,1,0,10207043
664,2,-66,27,2,0,
665,2,-66,28,2,0,
666,2,-66,29,2,1,
667,4,-66,30,1,1,
668,0,-66,152,1,1,
669,0,-65,-51,1,1,
670,0,-65,-50,1,1,
671,2,-65,-23,1,0,14
672,2,-65,-22,1,1,
673,2,-65,-21,1,1,
674,2,-65,-20,1,1,
675,2,-65,-11,1,1,
676,2,-65,-10,1,1,
677,2,-65,-9,1,1,
678,2,-65,-2,1,1,
679,2,-65,4,1,1,
680,2,-65,5,1,1,
681,2,-65,7,1,1,
682,2,-65,8,1,1,
683,2,-65,9,1,1,
684,2,-65,27,2,0,
685,2,-65,28,2,0,
686,2,-65,29,2,1,
687,4,-65,30,1,1,
688,0,-65,152,1,1,
689,0,-65,153,1,1,
690,0,-64,-55,1,1,
691,0,-64,-52,1,1,
692,0,-64,-51,1,1,
693,0,-64,-50,1,1,
694,2,-64,-41,1,2,
695,2,-64,-24,1,2,
696,2,-64,-23,1,1,
697,2,-64,-22,1,1,
698,2,-64,-21,1,1,
699,2,-64,-20,1,1,
700,2,-64,-13,1,1,
701,2,-64,-12,1,1,
702,2,-64,-8,1,1,
703,2,-64,-7,1,1,
704,2,-64,5,1,1,
705,2,-64,6,1,1,
706,2,-64,8,1,1,
707,2,-64,9,1,1,
708,2,-64,27,2,0,
709,2,-64,28,2,0,
710,2,-64,29,2,0,
711,4,-64,30,1,1,
712,4,-64,37,1,2,
713,0,-64,153,1,1,
714,0,-64,154,1,1,
715,0,-63,-55,1,1,
716,0,-63,-54,1,1,
717,0,-63,-53,1,1,
718,0,-63,-52,1,1,
719,2,-63,-24,1,2,
720,2,-63,-22,1,1,
721,2,-63,-21,1,1,
722,2,-63,-15,1,1,
723,2,-63,-14,1,1,
724,2,-63,-10,1,0,1
725,2,-63,3,1,1,
726,2,-63,4,1,1,
